date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,last_update_et,hash,date_checked,death,hospitalized,total,total_test_results,pos_neg,fips,death_increase,hospitalized_increase,negative_increase,positive_increase,total_test_results_increase,fips_code,iso_subdivision,load_time,iso_country
2020-07-24,AK,2748,197824,,37,,,,1,,800,A,2020-07-24 00:00:00,4ed800f28080931e4bb0737b0dbcad613b757035,2020-07-24T00:00:00Z,19,,200572,200572,200572,2,0,0,10999,64,11063,2,US-AK,2020-07-25 00:05:13,US
2020-07-24,AL,76005,552979,,1570,9157,,1058,,565,32510,B,2020-07-24 11:00:00,4718e0aea8aa7c100fd571642ec4abcb57b02fed,2020-07-24T11:00:00Z,1438,9157,628984,628984,628984,1,41,162,7664,1793,9457,1,US-AL,2020-07-25 00:05:13,US
2020-07-24,AR,37249,424215,,497,2361,,,109,329,29827,A+,2020-07-24 14:46:00,743c3a7f26ca7cf1ce0f7a6aedb4d935d2840ab9,2020-07-24T14:46:00Z,394,2361,461464,461464,461464,5,8,0,13994,990,14984,5,US-AR,2020-07-25 00:05:13,US
2020-07-24,AS,0,1037,,,,,,,,,C,2020-07-16 00:00:00,f959d1a6b8d4b3f47c048f022a17cfc45bac67e4,2020-07-16T00:00:00Z,0,,1037,1037,1037,60,0,0,0,0,0,60,US-AS,2020-07-25 00:05:13,US
2020-07-24,AZ,156301,680516,,2844,7461,837,,575,,20171,A+,2020-07-24 00:00:00,e16d3bbbbdab36942336b77d242ead15a4ff0c1b,2020-07-24T00:00:00Z,3142,7461,836817,836817,836817,4,79,225,10747,3357,14104,4,US-AZ,2020-07-25 00:05:13,US
2020-07-24,CA,435334,6480542,,8820,,2220,,,,,B,2020-07-24 00:00:00,f7d6cbd455883f910ff6d48be3eff6b8fbba1ac0,2020-07-24T00:00:00Z,8186,,6915876,6915876,6915876,6,159,0,127854,9718,137572,6,US-CA,2020-07-25 00:05:13,US
2020-07-24,CO,42314,428563,,356,6149,,,,,5122,A,2020-07-24 01:59:00,306754c536c9af0ead9acc0507e0e89a47939aa3,2020-07-24T01:59:00Z,1645,6149,470877,470877,470877,8,2,16,4850,616,5466,8,US-CO,2020-07-25 00:05:13,US
2020-07-24,CT,48776,664296,,71,10712,,,,,8516,B,2020-07-23 20:30:00,aa2a6a53e8cbbe1d7de14440d5d187bbb87324ca,2020-07-23T20:30:00Z,4413,10712,713072,713072,713072,9,3,0,24640,544,25184,9,US-CT,2020-07-25 00:05:13,US
2020-07-24,DC,11649,153611,,97,,21,,9,,9582,A+,2020-07-23 00:00:00,978c60189a8df67459f6b1c7b145c675ec0a3151,2020-07-23T00:00:00Z,581,,165260,165260,165260,11,0,0,3161,78,3239,11,US-DC,2020-07-25 00:05:13,US
2020-07-24,DE,14202,150124,,55,,9,,,,7936,A+,2020-07-23 18:00:00,e1bb939472aa24cc2b732a58da581eea38f87452,2020-07-23T18:00:00Z,578,,164326,164326,164326,10,49,0,1697,278,1975,10,US-DE,2020-07-25 00:05:13,US
2020-07-24,FL,402312,2874324,2727,9200,23575,,,,,,A,2020-07-23 23:59:00,7c19c32c2b2dbe31a15fd601b30946a8cfcc7b80,2020-07-23T23:59:00Z,5768,23575,3279363,3276636,3276636,12,136,584,53250,12444,65694,12,US-FL,2020-07-25 00:05:13,US
2020-07-24,GA,161401,1221043,,3135,16752,,3119,,,,A,2020-07-24 14:50:00,da841732ad12875a805a5b8259798418c798d3ac,2020-07-24T14:50:00Z,3442,16752,1382444,1382444,1382444,13,82,399,40693,4813,45506,13,US-GA,2020-07-25 00:05:13,US
2020-07-24,GU,337,19132,,0,,,,,,244,B,2020-07-24 00:00:00,4300ab74ceee940d5a90401215f1ac74d7194f66,2020-07-24T00:00:00Z,5,,19469,19469,19469,66,0,0,0,5,5,66,US-GU,2020-07-25 00:05:13,US
2020-07-24,HI,1490,109801,,39,155,,,,,1125,D,2020-07-23 18:00:00,b75180469fe246f52d6e8e7f4c796a3670adbf79,2020-07-23T18:00:00Z,26,155,111291,111291,111291,15,1,1,2423,55,2478,84,US-UM,2020-07-25 00:05:13,US
2020-07-24,HI,1490,109801,,39,155,,,,,1125,D,2020-07-23 18:00:00,b75180469fe246f52d6e8e7f4c796a3670adbf79,2020-07-23T18:00:00Z,26,155,111291,111291,111291,15,1,1,2423,55,2478,15,US-HI,2020-07-25 00:05:13,US
2020-07-24,IA,41271,400602,,230,,72,,27,,29216,A+,2020-07-24 00:00:00,120d3fa2b3815d610f0b0191c68258c35cd9b335,2020-07-24T00:00:00Z,823,,441873,441873,441873,19,5,0,4950,637,5587,19,US-IA,2020-07-25 00:05:13,US
2020-07-24,ID,16736,143457,,204,697,46,207,,,5008,A,2020-07-23 19:00:00,477ebfc42c39a3ce25b81bcd48f570e5c5256945,2020-07-23T19:00:00Z,138,697,160193,160193,160193,16,3,23,2953,414,3367,16,US-ID,2020-07-25 00:05:13,US
2020-07-24,IL,169699,2264066,,1471,,325,,115,,,A,2020-07-24 00:00:00,db46f5972ee7003f4b7b9cb5a8eecdd4aec7ca0a,2020-07-24T00:00:00Z,7577,,2433765,2433765,2433765,17,17,0,42798,1599,44397,17,US-IL,2020-07-25 00:05:13,US
2020-07-24,IN,60598,618151,,850,8128,313,1725,69,,43066,A+,2020-07-23 23:59:00,6fcab473d926133241520463f32d8ac2be4f7c46,2020-07-23T23:59:00Z,2884,8128,678749,678749,678749,18,4,62,11470,996,12466,18,US-IN,2020-07-25 00:05:13,US
2020-07-24,KS,25109,252858,,,1596,98,459,24,166,1077,A+,2020-07-24 10:00:00,83d4d52736b33155258cadca2ed48faf5bead969,2020-07-24T10:00:00Z,326,1596,277967,277967,277967,20,18,51,8276,1005,9281,20,US-KS,2020-07-25 00:05:13,US
2020-07-24,KY,25931,507545,,618,3248,130,1125,,,7396,B,2020-07-24 00:00:00,712f191500f73229175a77c5662ae6223f2c36f7,2020-07-24T00:00:00Z,691,3248,533476,533476,533476,21,7,327,7897,784,8681,21,US-KY,2020-07-25 00:05:13,US
2020-07-24,LA,103734,1095992,,1600,,,,197,,61456,A,2020-07-24 13:00:00,dfa5f4b618ce187e9407a8d1275fc277840930ca,2020-07-24T13:00:00Z,3715,,1199726,1199726,1199726,22,29,0,22774,2084,24858,22,US-LA,2020-07-25 00:05:13,US
2020-07-24,MA,114647,971605,,351,11770,59,,30,,96452,A+,2020-07-23 10:00:00,7e82eb73e085cec6ae8433aecff2b04c9c509988,2020-07-23T10:00:00Z,8484,11770,1086252,1086252,1086252,25,16,9,15863,327,16190,25,US-MA,2020-07-25 00:05:13,US
2020-07-24,MD,81766,722584,,533,12119,143,,,,5434,A,2020-07-24 10:00:00,27bbcd9edfb90cc75fc929f3fba915d667c6b002,2020-07-24T10:00:00Z,3422,12119,804350,804350,804350,24,13,82,14379,930,15309,24,US-MD,2020-07-25 00:05:13,US
2020-07-24,ME,3757,146863,,12,378,9,,3,,3259,A+,2020-07-23 23:59:00,c9f465eb89030e602d23ef6a86c7d58a56880858,2020-07-23T23:59:00Z,118,378,150620,150620,150620,23,0,0,2925,20,2945,23,US-ME,2020-07-25 00:05:13,US
2020-07-24,MI,85072,1529574,,751,,215,,113,,55162,A+,2020-07-24 00:00:00,ee40d34deb4046b352828db54c5ebf336f2aaeac,2020-07-24T00:00:00Z,6400,,1614646,1614646,1614646,26,5,0,27281,641,27922,71,US-UM,2020-07-25 00:05:13,US
2020-07-24,MI,85072,1529574,,751,,215,,113,,55162,A+,2020-07-24 00:00:00,ee40d34deb4046b352828db54c5ebf336f2aaeac,2020-07-24T00:00:00Z,6400,,1614646,1614646,1614646,26,5,0,27281,641,27922,26,US-MI,2020-07-25 00:05:13,US
2020-07-24,MN,49488,873388,,278,4852,108,1437,,,42882,A,2020-07-23 17:00:00,855ac2639efcc7662e1cf7cba4d7316812e64e00,2020-07-23T17:00:00Z,1606,4852,922876,922876,922876,27,5,34,16794,767,17561,27,US-MN,2020-07-25 00:05:13,US
2020-07-24,MO,39352,573263,,1057,,,,159,,,B,2020-07-24 15:00:00,da53c9dd331e5687c0cb33e7dc68a9b361595da8,2020-07-24T15:00:00Z,1178,,612615,612615,612615,29,-1,0,7679,1652,9331,29,US-MO,2020-07-25 00:05:13,US
2020-07-24,MP,38,11300,,,4,,,,,29,D,2020-07-24 02:47:00,3ad6b6630c3d1b020dd6480533fac85e99efc48d,2020-07-24T02:47:00Z,2,4,11338,11338,11338,69,0,0,0,0,0,69,US-MP,2020-07-25 00:05:13,US
2020-07-24,MS,49663,361817,,1216,3923,279,,163,,30315,A+,2020-07-23 19:00:00,dbc0be5d97341a6649219b54e8432fbad527f8d4,2020-07-23T19:00:00Z,1463,3923,411480,411480,411480,28,27,45,5858,1610,7468,28,US-MS,2020-07-25 00:05:13,US
2020-07-24,MT,3039,146161,,56,191,,,,,1815,C,2020-07-24 00:00:00,389180750c52ffd3771cbfe0863cc96e1ff90286,2020-07-24T00:00:00Z,46,191,149200,149200,149200,30,3,8,2853,129,2982,30,US-MT,2020-07-25 00:05:13,US
2020-07-24,NC,108995,1441302,,1182,,363,,,,78707,A+,2020-07-24 11:45:00,aaa8c911741090a6784cfecdf3d4bfa979654543,2020-07-24T11:45:00Z,1746,,1550297,1550297,1550297,37,20,0,24520,2102,26622,37,US-NC,2020-07-25 00:05:13,US
2020-07-24,ND,5614,137094,,37,325,,,,,4545,C,2020-07-24 00:00:00,1c0bd9074625934d77cecca63efb07e5b8ccca5b,2020-07-24T00:00:00Z,88,325,142708,142708,142708,38,0,3,1771,121,1892,38,US-ND,2020-07-25 00:05:13,US
2020-07-24,NE,23818,225256,,126,1548,,,,,17745,A,2020-07-23 20:10:00,9b1b5b7c3f5345c71ac50de67ea95c825f663b8d,2020-07-23T20:10:00Z,316,1548,249074,249074,249074,31,5,26,3169,332,3501,31,US-NE,2020-07-25 00:05:13,US
2020-07-24,NH,6318,143474,,26,681,,198,,,5345,B,2020-07-23 09:00:00,bd3c96ef21629c8c66f2d5ae1c8cf460468f561f,2020-07-23T09:00:00Z,405,681,149792,149792,149792,33,3,1,2890,23,2913,33,US-NH,2020-07-25 00:05:13,US
2020-07-24,NJ,178345,1709299,,800,21184,138,,62,,32001,A+,2020-07-24 13:00:00,6ac5f7c0584a4685bda0cc504a4506fd6c4b411d,2020-07-24T13:00:00Z,15765,21184,1887644,1887644,1887644,34,35,0,27548,458,28006,34,US-NJ,2020-07-25 00:05:13,US
2020-07-24,NM,18163,478822,,167,2500,,,,,7056,B,2020-07-23 17:24:00,46e6fbf5dbe41df7281f09e47d5b36bf9df39a17,2020-07-23T17:24:00Z,596,2500,496985,496985,496985,35,5,30,7316,335,7651,35,US-NM,2020-07-25 00:05:13,US
2020-07-24,NV,40885,380986,,1160,,315,,165,,994,A+,2020-07-24 13:00:00,d8e82b89b744bfd78d34876aa2814453b8de6569,2020-07-24T13:00:00Z,722,,421871,421871,421871,32,13,0,6769,966,7735,32,US-NV,2020-07-25 00:05:13,US
2020-07-24,NY,410450,5034395,,650,89995,156,,93,,72552,A,2020-07-23 23:59:00,abad21b59b0911462e5e65e921c4cb586d5c6911,2020-07-23T23:59:00Z,25090,89995,5444845,5444845,5444845,36,9,0,75754,753,76507,36,US-NY,2020-07-25 00:05:13,US
2020-07-24,OH,81746,1185882,,1085,10072,354,2419,169,,56823,B,2020-07-24 14:00:00,82dd6040ed0ecba09252c92a6389af67c841a1b1,2020-07-24T14:00:00Z,3297,10072,1267628,1267628,1267628,39,41,104,21042,1560,22602,39,US-OH,2020-07-25 00:05:13,US
2020-07-24,OK,29116,493926,,628,2687,260,,,,23277,A+,2020-07-24 00:00:00,acaf2afbef6dae2f4387279ce3e317ec86a45a14,2020-07-24T00:00:00Z,484,2687,523042,523042,523042,40,7,91,8720,1147,9867,40,US-OK,2020-07-25 00:05:13,US
2020-07-24,OR,16104,350463,,233,1474,58,,30,,3541,A+,2020-07-24 15:01:00,75e48d1c994652156907d3edca6b6aea4c9bbedc,2020-07-24T15:01:00Z,282,1474,366567,366567,366567,41,9,9,7685,391,8076,41,US-OR,2020-07-25 00:05:13,US
2020-07-24,PA,105571,999377,,736,,,,96,,79178,A+,2020-07-24 00:00:00,2d6b1c957c45386e18831c07ea688344a88412e0,2020-07-24T00:00:00Z,7101,,1104948,1104948,1104948,42,22,0,18118,1213,19331,95,US-UM,2020-07-25 00:05:13,US
2020-07-24,PA,105571,999377,,736,,,,96,,79178,A+,2020-07-24 00:00:00,2d6b1c957c45386e18831c07ea688344a88412e0,2020-07-24T00:00:00Z,7101,,1104948,1104948,1104948,42,22,0,18118,1213,19331,42,US-PA,2020-07-25 00:05:13,US
2020-07-24,PR,13967,192686,,460,,58,,31,,,B,2020-07-24 06:30:00,8c793ba3e7d4d6447195f1e9cb55ed5042d80b87,2020-07-24T06:30:00Z,191,,206653,206653,206653,72,3,0,0,494,494,72,US-PR,2020-07-25 00:05:13,US
2020-07-24,RI,18224,171804,,66,2146,6,,5,,1769,A+,2020-07-24 12:00:00,13221b7a37d7eb85948721d7a175eb74a3edb29d,2020-07-24T12:00:00Z,1002,2146,190028,190028,190028,44,1,9,613,76,689,44,US-RI,2020-07-25 00:05:13,US
2020-07-24,SC,78607,550765,,1668,4827,,,263,,29378,A+,2020-07-23 23:59:00,7f512dd425c31959c8601854833c33bcb415f7b4,2020-07-23T23:59:00Z,1385,4827,629372,629372,629372,45,51,329,8897,2001,10898,45,US-SC,2020-07-25 00:05:13,US
2020-07-24,SD,8200,95290,,45,796,,,,,7261,B,2020-07-23 18:00:00,7986688e23f5e358df597c74e7ee77abd3543da3,2020-07-23T18:00:00Z,122,796,103490,103490,103490,46,1,4,897,57,954,46,US-SD,2020-07-25 00:05:13,US
2020-07-24,TN,89078,1233535,,1460,4120,,,,,52983,A,2020-07-24 15:00:00,110203358f980bdccf223746992cb81716ae67a7,2020-07-24T15:00:00Z,938,4120,1322613,1322613,1322613,47,13,104,24537,2091,26628,47,US-TN,2020-07-25 00:05:13,US
2020-07-24,TX,369826,2862105,,10893,,3228,,,,212216,A,2020-07-24 16:45:00,1aeb60cc5296286d8cbd15aafe3b98f6b6b7b704,2020-07-24T16:45:00Z,4717,,3231931,3231931,3231931,48,196,0,58574,8701,67275,48,US-TX,2020-07-25 00:05:13,US
2020-07-24,UT,36962,457109,,250,2188,97,574,,237,23715,A+,2020-07-24 10:19:00,ed3a9281f0ecbe01f97eb56433159ded1b79b75e,2020-07-24T10:19:00Z,273,2188,494071,494071,494071,49,6,38,7786,863,8649,49,US-UT,2020-07-25 00:05:13,US
2020-07-24,VA,82364,907935,451,1250,11826,274,,142,,10576,A+,2020-07-23 17:00:00,3098101ef5a5b9b474d7044c016e138fcbe7328d,2020-07-23T17:00:00Z,2067,11826,990750,990299,990299,51,13,129,16972,1127,18099,51,US-VA,2020-07-25 00:05:13,US
2020-07-24,VI,336,7500,54,,,,,,,182,C,2020-07-22 20:53:00,72563ae763a15dfa977e59b3ee752193177a54b6,2020-07-22T20:53:00Z,7,,7890,7836,7836,78,0,0,0,0,0,78,US-VI,2020-07-25 00:05:13,US
2020-07-24,VT,1385,86307,,12,,,,,,1177,B,2020-07-24 00:00:00,4466e6454abb265e48235a87efeb864f509e0ac4,2020-07-24T00:00:00Z,56,,87692,87692,87692,50,0,0,1102,8,1110,50,US-VT,2020-07-25 00:05:13,US
2020-07-24,WA,50009,820754,,386,5276,,,47,,,B,2020-07-23 02:59:00,b3cb4bbd51cbf29ab6489b218dba315c56e89c69,2020-07-23T02:59:00Z,1482,5276,870763,870763,870763,53,14,65,14849,762,15611,53,US-WA,2020-07-25 00:05:13,US
2020-07-24,WI,50727,795280,177,312,4327,60,861,,,36333,A+,2020-07-24 00:00:00,2bfc818fd4934e8870787bb085584bd2d8afe9a0,2020-07-24T00:00:00Z,885,4327,846184,846007,846007,55,0,54,16438,1058,17496,79,US-UM,2020-07-25 00:05:13,US
2020-07-24,WI,50727,795280,177,312,4327,60,861,,,36333,A+,2020-07-24 00:00:00,2bfc818fd4934e8870787bb085584bd2d8afe9a0,2020-07-24T00:00:00Z,885,4327,846184,846007,846007,55,0,54,16438,1058,17496,55,US-WI,2020-07-25 00:05:13,US
2020-07-24,WV,5695,247478,,76,,37,,15,,4013,B,2020-07-24 17:00:00,f0bf9c77763db2237d4f8a948d12fe226e0e6e1b,2020-07-24T17:00:00Z,103,,253173,253173,253173,54,0,0,1956,145,2101,54,US-WV,2020-07-25 00:05:13,US
2020-07-24,WY,2405,45823,,14,155,,,,,1857,B,2020-07-24 18:18:00,7b0b69a75e5e88b7010fed5fed1a5db5bca1b484,2020-07-24T18:18:00Z,25,155,48228,48228,48228,56,0,2,0,59,59,56,US-WY,2020-07-25 00:05:13,US
2020-07-23,AK,2684,186825,,36,,,,1,,787,A,2020-07-23 00:00:00,250b2f86b7f497e40057c76c9c34280febdd150b,2020-07-23T00:00:00Z,19,,189509,189509,189509,2,0,0,4111,65,4176,2,US-AK,2020-07-25 00:05:13,US
2020-07-23,AL,74212,545315,,1547,8995,,1043,,553,32510,B,2020-07-23 11:00:00,29d01db66f27c6d51adb56e6fe0e730c9efce112,2020-07-23T11:00:00Z,1397,8995,619527,619527,619527,1,33,457,7640,2399,10039,1,US-AL,2020-07-25 00:05:13,US
2020-07-23,AR,36259,410221,,480,2361,,,107,329,28864,A+,2020-07-23 14:46:00,dbee50032803a8275442e649c5d7c1c659ea6d99,2020-07-23T14:46:00Z,386,2361,446480,446480,446480,5,6,44,5241,1013,6254,5,US-AR,2020-07-25 00:05:13,US
2020-07-23,AS,0,1037,,,,,,,,,C,2020-07-16 00:00:00,3ef0986f4a9bd86467f99f1466dc940a8b200448,2020-07-16T00:00:00Z,0,,1037,1037,1037,60,0,0,0,0,0,60,US-AS,2020-07-25 00:05:13,US
2020-07-23,AZ,152944,669769,,2966,7236,851,,617,,19737,A+,2020-07-23 00:00:00,89539b155cdc8809714a9813d2e19c537faba932,2020-07-23T00:00:00Z,3063,7236,822713,822713,822713,4,89,189,6397,2335,8732,4,US-AZ,2020-07-25 00:05:13,US
2020-07-23,CA,425616,6352688,,8820,,2284,,,,,B,2020-07-23 00:00:00,682fff550ee553f1a82d03c82deaf07c520373df,2020-07-23T00:00:00Z,8027,,6778304,6778304,6778304,6,157,0,101845,12040,113885,6,US-CA,2020-07-25 00:05:13,US
2020-07-23,CO,41698,423713,,351,6133,,,,,5095,A,2020-07-23 01:59:00,8d810a74fb6761d584a48b5fe978eb6b0c800205,2020-07-23T01:59:00Z,1643,6133,465411,465411,465411,8,0,23,7370,639,8009,8,US-CO,2020-07-25 00:05:13,US
2020-07-23,CT,48232,639656,,72,10712,,,,,8516,B,2020-07-22 20:30:00,7298955aac0d257772fb4ce9a329ceb744ff6cec,2020-07-22T20:30:00Z,4410,10712,687888,687888,687888,9,4,58,13473,9,13482,9,US-CT,2020-07-25 00:05:13,US
2020-07-23,DC,11571,150450,,91,,22,,9,,2020,A+,2020-07-22 00:00:00,a5d2eb071d5b3873226112e7f413deb799a7a209,2020-07-22T00:00:00Z,581,,162021,162021,162021,11,1,0,2407,42,2449,11,US-DC,2020-07-25 00:05:13,US
2020-07-23,DE,13924,148427,,56,,7,,,,7893,A+,2020-07-22 18:00:00,a94a1cb8a0393f579a77caf41ae7de62e1ef883f,2020-07-22T18:00:00Z,529,,162351,162351,162351,10,2,0,2786,132,2918,10,US-DE,2020-07-25 00:05:13,US
2020-07-23,FL,389868,2821074,2626,9422,22991,,,,,,A,2020-07-22 23:59:00,a1c25960533e64c535e886cb7984fe0635518709,2020-07-22T23:59:00Z,5632,22991,3213568,3210942,3210942,12,173,403,45982,10249,56231,12,US-FL,2020-07-25 00:05:13,US
2020-07-23,GA,156588,1180350,,3157,16353,,3034,,,,A,2020-07-23 14:50:00,ea2840875e3b30fa66ce0ef1c3f02958ca197994,2020-07-23T14:50:00Z,3360,16353,1336938,1336938,1336938,13,25,431,15808,4286,20094,13,US-GA,2020-07-25 00:05:13,US
2020-07-23,GU,332,19132,,0,,,,,,244,B,2020-07-22 22:50:00,5a8beaaa0500216068eacfe0b7a43626aa85cb9e,2020-07-22T22:50:00Z,5,,19464,19464,19464,66,0,0,380,2,382,66,US-GU,2020-07-25 00:05:13,US
2020-07-23,HI,1435,107378,,39,154,,,,,1113,D,2020-07-22 18:00:00,2d6097cef81262261ad119efe68769efa20ac956,2020-07-22T18:00:00Z,25,154,108813,108813,108813,15,1,3,614,17,631,84,US-UM,2020-07-25 00:05:13,US
2020-07-23,HI,1435,107378,,39,154,,,,,1113,D,2020-07-22 18:00:00,2d6097cef81262261ad119efe68769efa20ac956,2020-07-22T18:00:00Z,25,154,108813,108813,108813,15,1,3,614,17,631,15,US-HI,2020-07-25 00:05:13,US
2020-07-23,IA,40634,395652,,232,,73,,32,,28924,A+,2020-07-23 00:00:00,6d406861e0da35ef7df510849232470813fbac50,2020-07-23T00:00:00Z,818,,436286,436286,436286,19,10,0,9009,841,9850,19,US-IA,2020-07-25 00:05:13,US
2020-07-23,ID,16322,140504,,188,674,46,201,,,4746,A,2020-07-22 19:00:00,b4e4410f976a8dee371571de9761dcb377b8a43c,2020-07-22T19:00:00Z,135,674,156826,156826,156826,16,9,18,2355,500,2855,16,US-ID,2020-07-25 00:05:13,US
2020-07-23,IL,168100,2221268,,1473,,309,,135,,,A,2020-07-23 00:00:00,96252439fa0bdc8ea2d3784b02f5d62f40e3b314,2020-07-23T00:00:00Z,7560,,2389368,2389368,2389368,17,20,0,38082,1624,39706,17,US-IL,2020-07-25 00:05:13,US
2020-07-23,IN,59602,606681,,869,8066,327,1708,85,,42603,A+,2020-07-22 23:59:00,bf5bae2804d4aa5f436fdd5a7c6606fd79648059,2020-07-22T23:59:00Z,2880,8066,666283,666283,666283,18,17,46,10941,929,11870,18,US-IN,2020-07-25 00:05:13,US
2020-07-23,KS,24104,244582,,,1545,112,450,28,164,1050,A+,2020-07-22 10:00:00,1c6dc893d94966f3b0dddb99faa267ff73013fb9,2020-07-22T10:00:00Z,308,1545,268686,268686,268686,20,0,0,0,0,0,20,US-KS,2020-07-25 00:05:13,US
2020-07-23,KY,25147,499648,,581,2921,135,1040,,,7046,B,2020-07-23 00:00:00,477aa9a7e1502e17e2000b1f97960f9de8894094,2020-07-23T00:00:00Z,684,2921,524795,524795,524795,21,7,7,5113,607,5720,21,US-KY,2020-07-25 00:05:13,US
2020-07-23,LA,101650,1073218,,1585,,,,197,,61456,A,2020-07-23 13:00:00,f5ddd43a5ee0e98bb9f6ed329cefdf6a6fec2005,2020-07-23T13:00:00Z,3686,,1174868,1174868,1174868,22,16,0,19671,2296,21967,22,US-LA,2020-07-25 00:05:13,US
2020-07-23,MA,114320,955742,,532,11761,63,,37,,96452,A+,2020-07-22 10:00:00,32264df1cddb5ae52d1ce0e3c19fa7d3c9dd8589,2020-07-22T10:00:00Z,8468,11761,1070062,1070062,1070062,25,0,0,0,0,0,25,US-MA,2020-07-25 00:05:13,US
2020-07-23,MD,80836,708205,,528,12037,133,,,,5434,A,2020-07-23 10:00:00,dc79a75d2d51da96a9f1d4dad679b04d5bf5a4c6,2020-07-23T10:00:00Z,3409,12037,789041,789041,789041,24,4,40,5544,664,6208,24,US-MD,2020-07-25 00:05:13,US
2020-07-23,ME,3737,143938,,12,378,8,,3,,3239,A+,2020-07-22 23:59:00,191002abbdcff29bfbc8a6eb97e4d2ed3439a87d,2020-07-22T23:59:00Z,118,378,147675,147675,147675,23,0,1,2643,14,2657,23,US-ME,2020-07-25 00:05:13,US
2020-07-23,MI,84431,1502293,,680,,210,,120,,55162,A+,2020-07-23 00:00:00,9f738d3131c7c0378fb3c5df3ac1028f0610231c,2020-07-23T00:00:00Z,6395,,1586724,1586724,1586724,26,7,0,26410,701,27111,71,US-UM,2020-07-25 00:05:13,US
2020-07-23,MI,84431,1502293,,680,,210,,120,,55162,A+,2020-07-23 00:00:00,9f738d3131c7c0378fb3c5df3ac1028f0610231c,2020-07-23T00:00:00Z,6395,,1586724,1586724,1586724,26,7,0,26410,701,27111,26,US-MI,2020-07-25 00:05:13,US
2020-07-23,MN,48721,856594,,282,4818,107,1431,,,42524,A,2020-07-22 17:00:00,bac98997cf55c14bf00ff4020666c07a6bb2b0b9,2020-07-22T17:00:00Z,1601,4818,905315,905315,905315,27,9,47,16004,760,16764,27,US-MN,2020-07-25 00:05:13,US
2020-07-23,MO,37700,565584,,875,,,,86,,,B,2020-07-23 15:00:00,f3840289673b5a6bb523f1c5db3090618984d84e,2020-07-23T15:00:00Z,1179,,603284,603284,603284,29,20,0,12187,1637,13824,29,US-MO,2020-07-25 00:05:13,US
2020-07-23,MP,38,11300,,,4,,,,,29,D,2020-07-22 19:22:00,c316ca4b58d158e0af95f402fc0ec70ff4091435,2020-07-22T19:22:00Z,2,4,11338,11338,11338,69,0,0,-1407,0,-1407,69,US-MP,2020-07-25 00:05:13,US
2020-07-23,MS,48053,355959,,1207,3878,293,,140,,30315,A+,2020-07-22 19:00:00,491fbadd030971c6310511e0316e6d53016468b2,2020-07-22T19:00:00Z,1436,3878,404012,404012,404012,28,13,34,0,982,982,28,US-MS,2020-07-25 00:05:13,US
2020-07-23,MT,2910,143308,,54,183,,,,,1587,C,2020-07-23 00:00:00,a17254be15bd1389c6b243edbc4e57cb6acdc743,2020-07-23T00:00:00Z,43,183,146218,146218,146218,30,1,4,2603,97,2700,30,US-MT,2020-07-25 00:05:13,US
2020-07-23,NC,106893,1416782,,1188,,360,,,,78707,A+,2020-07-23 11:50:00,8e491bf7fcabe00a134d2f1997ec2348c126c0ef,2020-07-23T11:50:00Z,1726,,1523675,1523675,1523675,37,28,0,29963,1892,31855,37,US-NC,2020-07-25 00:05:13,US
2020-07-23,ND,5493,135323,,57,322,,,,,4475,C,2020-07-23 00:00:00,a8cfae36d0cc53fd72ec52a19342cb9f636381cf,2020-07-23T00:00:00Z,88,322,140816,140816,140816,38,0,5,1424,126,1550,38,US-ND,2020-07-25 00:05:13,US
2020-07-23,NE,23486,222087,,125,1522,,,,,17499,A,2020-07-22 20:20:00,ba3916f0f6149ccbf0a866539da264209db3bd20,2020-07-22T20:20:00Z,311,1522,245573,245573,245573,31,1,14,2656,296,2952,31,US-NE,2020-07-25 00:05:13,US
2020-07-23,NH,6295,140584,,24,680,,198,,,5341,B,2020-07-22 09:00:00,4b27e79bf2bdabd79bb1e0c85d17c1d0e1957d06,2020-07-22T09:00:00Z,402,680,146879,146879,146879,33,2,3,1308,33,1341,33,US-NH,2020-07-25 00:05:13,US
2020-07-23,NJ,177887,1681751,,869,21184,152,,73,,31925,A+,2020-07-23 13:00:00,4573026598463ea3f4aa38665f0fa8d9670f26ca,2020-07-23T13:00:00Z,15730,21184,1859638,1859638,1859638,34,23,0,18467,242,18709,34,US-NJ,2020-07-25 00:05:13,US
2020-07-23,NM,17828,471506,,178,2470,,,,,6974,B,2020-07-22 17:32:00,bd2a7b124c96dd300587c4a692586d98912f5b98,2020-07-22T17:32:00Z,591,2470,489334,489334,489334,35,3,37,7492,311,7803,35,US-NM,2020-07-25 00:05:13,US
2020-07-23,NV,39919,374217,,1136,,306,,156,,975,A+,2020-07-23 14:50:00,c339684b111dabee02d8d4a05230448873cf061e,2020-07-23T14:50:00Z,709,,414136,414136,414136,32,5,0,8566,1262,9828,32,US-NV,2020-07-25 00:05:13,US
2020-07-23,NY,409697,4958641,,706,89995,160,,93,,72466,A,2020-07-22 23:59:00,9f959ea5bfa04d2e19be36d33bc75c5fd7c3dd34,2020-07-22T23:59:00Z,25081,89995,5368338,5368338,5368338,36,13,0,68887,811,69698,36,US-NY,2020-07-25 00:05:13,US
