date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,last_update_et,hash,date_checked,death,hospitalized,total,total_test_results,pos_neg,fips,death_increase,hospitalized_increase,negative_increase,positive_increase,total_test_results_increase,fips_code,iso_subdivision,load_time,iso_country
2020-05-24,PA,67713,328382,,1533,,,,336,,40627,A,2020-05-24 12:00:00,4ff942c3e4121a23f63eba59ef051c08b99529d9,2020-05-24T12:00:00Z,5124,,396095,396095,396095,42,28,0,6913,730,7643,42,US-PA,2020-07-25 00:05:13,US
2020-05-24,PR,3189,40488,,106,,13,,7,,,B,2020-05-24 06:30:00,0935221d9c355c96635e22e7b5b1282ba8be40c5,2020-05-24T06:30:00Z,127,,43677,43677,43677,72,0,0,0,89,89,72,US-PR,2020-07-25 00:05:13,US
2020-05-24,RI,14141,89924,,240,1580,49,,32,,1119,A+,2020-05-24 03:00:00,c0a89e661683cbb604f36881891febc4aa61885e,2020-05-24T03:00:00Z,608,1580,104065,104065,104065,44,11,23,757,84,841,44,US-RI,2020-07-25 00:05:13,US
2020-05-24,SC,10096,153851,,461,1534,,,,,5743,A+,2020-05-24 15:33:00,12336a096afe09964eaa322d4fa442ad4c120819,2020-05-24T15:33:00Z,435,1534,163947,163947,163947,45,10,0,4836,201,5037,45,US-SC,2020-07-25 00:05:13,US
2020-05-24,SD,4563,30342,,85,364,,,,,3371,C,2020-05-23 18:00:00,b3f6042517bb8910a2f4958770a0dba961dd5034,2020-05-23T18:00:00Z,50,364,34905,34905,34905,46,0,6,1282,95,1377,46,US-SD,2020-07-25 00:05:13,US
2020-05-24,TN,20145,363431,,526,1583,,,,,12837,B,2020-05-24 15:00:00,fed411a3066ff97e22cc414525b401ede940bbf0,2020-05-24T15:00:00Z,336,1583,383576,383576,383576,47,7,10,9462,356,9818,47,US-TN,2020-07-25 00:05:13,US
2020-05-24,TX,55348,708197,,1572,,,,,,33385,B,2020-05-23 04:45:00,84c26c47826f06be576d2eb2fdfd274b9ff86043,2020-05-23T04:45:00Z,1506,,763545,763545,763545,48,0,0,0,839,839,48,US-TX,2020-07-25 00:05:13,US
2020-05-24,UT,8392,186041,,128,688,,215,,88,5081,B,2020-05-24 10:39:00,5fd8fd38a77ed32bd9970341819be33769974fb2,2020-05-24T10:39:00Z,97,688,194433,194433,194433,49,0,12,3522,132,3654,49,US-UT,2020-07-25 00:05:13,US
2020-05-24,VA,36244,207841,411,1351,6453,354,,192,,5102,A+,2020-05-23 17:00:00,f6e3d9468e2672625ecdd4e7b8e870b075a1239b,2020-05-23T17:00:00Z,1171,6453,244496,244085,244085,51,12,22,11120,495,11615,51,US-VA,2020-07-25 00:05:13,US
2020-05-24,VI,69,1343,45,,,,,,,61,C,2020-05-22 07:29:00,885f233a29283a0b91a51c9ff0ab0bb5c7c3f57a,2020-05-22T07:29:00Z,6,,1457,1412,1412,78,0,0,0,0,0,78,US-VI,2020-07-25 00:05:13,US
2020-05-24,VT,956,27634,,25,,,,,,839,B,2020-05-24 00:00:00,618eef7a7b596bf87845a899b13a557ed7f33735,2020-05-24T00:00:00Z,54,,28590,28590,28590,50,0,0,1164,2,1166,50,US-VT,2020-07-25 00:05:13,US
2020-05-24,WA,21652,285088,,313,3256,,,74,,,B,2020-05-23 02:59:00,5edc27138c610ffc9c2bf0c01d1104ce8197bcd2,2020-05-23T02:59:00Z,1055,3256,306740,306740,306740,53,5,26,2182,160,2342,53,US-WA,2020-07-25 00:05:13,US
2020-05-24,WI,17253,186206,223,611,2315,128,541,,,8999,A+,2020-05-24 00:00:00,5fc01826dbe6d672041c8f3add97ce4a9baefee5,2020-05-24T00:00:00Z,510,2315,203682,203459,203459,55,3,23,6877,410,7287,79,US-UM,2020-07-25 00:05:13,US
2020-05-24,WI,17253,186206,223,611,2315,128,541,,,8999,A+,2020-05-24 00:00:00,5fc01826dbe6d672041c8f3add97ce4a9baefee5,2020-05-24T00:00:00Z,510,2315,203682,203459,203459,55,3,23,6877,410,7287,55,US-WI,2020-07-25 00:05:13,US
2020-05-24,WV,1759,83935,,23,,8,,4,,1121,B,2020-05-24 10:00:00,9cd4d6652ebc1ff0596aedb7b1583d5266adbbc5,2020-05-24T10:00:00Z,72,,85694,85694,85694,54,0,0,1908,42,1950,54,US-WV,2020-07-25 00:05:13,US
2020-05-24,WY,813,19221,,10,78,,,,,556,C,2020-05-23 00:00:00,4d0ebb09319112edbb782927039735d53b69681c,2020-05-23T00:00:00Z,12,78,20034,20034,20034,56,0,1,0,0,0,56,US-WY,2020-07-25 00:05:13,US
2020-05-23,AK,408,41943,,10,,,,,,358,C,2020-05-23 15:00:00,39ada9c6c994fa38d2eb193db837eeee084a407b,2020-05-23T15:00:00Z,10,,42351,42351,42351,2,0,0,901,4,905,2,US-AK,2020-07-25 00:05:13,US
2020-05-23,AL,13938,168738,,446,1589,,538,,319,7951,B,2020-05-23 00:00:00,ddad22b71d77b61beecff74ced3979351f201104,2020-05-23T00:00:00Z,546,1589,182676,182676,182676,1,9,28,4533,375,4908,1,US-AL,2020-07-25 00:05:13,US
2020-05-23,AR,5612,97435,,81,590,,,14,111,4029,A,2020-05-23 00:00:00,3feff69bb846a6a3aa8a435c6133fecf5b1bd7b5,2020-05-23T00:00:00Z,113,590,103047,103047,103047,5,0,6,0,0,0,5,US-AR,2020-07-25 00:05:13,US
2020-05-23,AS,0,124,,,,,,,,,C,2020-05-19 00:00:00,e7b908a0d16063a2c1261f59738eda4227385497,2020-05-19T00:00:00Z,0,,124,124,124,60,0,0,0,0,0,60,US-AS,2020-07-25 00:05:13,US
2020-05-23,AZ,16039,164400,,784,2984,309,,193,,4033,A+,2020-05-23 00:00:00,53cb79a3b946b2ab408aa7b017a2b8d9a3bd1caf,2020-05-23T00:00:00Z,799,2984,180439,180439,180439,4,24,41,4005,431,4436,4,US-AZ,2020-07-25 00:05:13,US
2020-05-23,CA,90631,1424675,,4342,,1312,,,,,B,2020-05-23 00:00:00,5f32a18d0fc8a826617cd4f5ebdbc87c53a59cc1,2020-05-23T00:00:00Z,3708,,1515306,1515306,1515306,6,78,0,46346,2187,48533,6,US-CA,2020-07-25 00:05:13,US
2020-05-23,CO,23487,121465,,571,4082,,,,,3612,A,2020-05-22 00:00:00,c9f9ce1548d7770197520502e6cfd2d7c97c125b,2020-05-22T00:00:00Z,1088,4082,144952,144952,144952,8,26,45,2431,296,2727,8,US-CO,2020-07-25 00:05:13,US
2020-05-23,CT,40022,168345,,724,12538,,,,,7127,B,2020-05-22 20:30:00,b5599b1e12468f954972e448aa788c58fcb97d7a,2020-05-22T20:30:00Z,3675,12538,208367,208367,208367,9,38,0,5657,382,6039,9,US-CT,2020-07-25 00:05:13,US
2020-05-23,DC,7966,44025,,324,,110,,73,,1075,A+,2020-05-22 00:00:00,b5df8c907f13bc69b0f79ef992a423df1b2781a6,2020-05-22T00:00:00Z,427,,51991,51991,51991,11,9,0,8925,73,8998,11,US-DC,2020-07-25 00:05:13,US
2020-05-23,DE,8690,41844,,210,,,,,,4454,B,2020-05-22 18:00:00,65659b7b18b2c8b41ddb48caeb438caf0806eb60,2020-05-22T18:00:00Z,425,,50534,50534,50534,10,5,0,1387,161,1548,10,US-DE,2020-07-25 00:05:13,US
2020-05-23,FL,50127,806310,1563,,9567,,,,,,A,2020-05-23 10:00:00,ee5b04a59c136c4568e584483d8b72e4716d5623,2020-05-23T10:00:00Z,2312,9567,858000,856437,856437,12,44,195,20265,676,20941,12,US-FL,2020-07-25 00:05:13,US
2020-05-23,GA,42132,411405,,848,7411,,1678,,,,A,2020-05-23 13:00:00,97b460175d2250f7156d699d9e2b3e1a57201443,2020-05-23T13:00:00Z,1811,7411,453537,453537,453537,13,26,98,25374,914,26288,13,US-GA,2020-07-25 00:05:13,US
2020-05-23,GU,165,5194,,,,,,,,134,C,2020-05-23 02:35:00,c41d0d564f5a2975e639cb5a47892ae23bc383f8,2020-05-23T02:35:00Z,5,,5359,5359,5359,66,0,0,80,0,80,66,US-GU,2020-07-25 00:05:13,US
2020-05-23,HI,642,48179,,,84,,,,,585,C,2020-05-22 18:00:00,49f225368d36066b4dc7aa4cde9b98aab097b193,2020-05-22T18:00:00Z,17,84,48821,48821,48821,15,0,1,841,-5,836,84,US-UM,2020-07-25 00:05:13,US
2020-05-23,HI,642,48179,,,84,,,,,585,C,2020-05-22 18:00:00,49f225368d36066b4dc7aa4cde9b98aab097b193,2020-05-22T18:00:00Z,17,84,48821,48821,48821,15,0,1,841,-5,836,15,US-HI,2020-07-25 00:05:13,US
2020-05-23,IA,16893,107048,,362,,111,,70,,9254,A+,2020-05-23 00:00:00,e3296a523720d2ee21e3d73473cd4c59066fa86f,2020-05-23T00:00:00Z,444,,123941,123941,123941,19,19,0,3302,389,3691,19,US-IA,2020-07-25 00:05:13,US
2020-05-23,ID,2595,38014,,19,225,,94,,,1735,A,2020-05-22 19:00:00,1f60513c519bf495d7058af01cbb72d9b658acd5,2020-05-22T19:00:00Z,79,225,40609,40609,40609,16,2,2,953,61,1014,16,US-ID,2020-07-25 00:05:13,US
2020-05-23,IL,107796,614451,,3753,,1027,,607,,,A,2020-05-22 00:00:00,4a9adc905dfa2388ba561e5941351256c71b8910,2020-05-22T00:00:00Z,4790,,722247,722247,722247,17,75,0,22762,2352,25114,17,US-IL,2020-07-25 00:05:13,US
2020-05-23,IN,30901,184032,,1138,5285,403,1166,173,,,A+,2020-05-22 23:59:00,803ccc5154141f30a56198b03d8d3ddfd2b4c60d,2020-05-22T23:59:00Z,1943,5285,214933,214933,214933,18,2,0,5880,492,6372,18,US-IN,2020-07-25 00:05:13,US
2020-05-23,KS,8958,67476,,,787,,269,,120,485,A+,2020-05-22 10:00:00,0eba04bad2038aee6aa08f72ae605d7f900345be,2020-05-22T10:00:00Z,185,787,76434,76434,76434,20,0,0,0,0,0,20,US-KS,2020-07-25 00:05:13,US
2020-05-23,KY,8426,163033,,477,2076,90,889,,,3069,A,2020-05-22 17:00:00,dedc0e85146c793ba11f00f92d06985006bd37b6,2020-05-22T17:00:00Z,391,2076,171459,171459,171459,21,5,35,5079,140,5219,21,US-KY,2020-07-25 00:05:13,US
2020-05-23,LA,37040,277407,,836,,,,112,,26249,B,2020-05-23 13:00:00,72545060781927f3e998adca8a01c9be273af395,2020-05-23T13:00:00Z,2668,,314447,314447,314447,22,0,0,2524,115,2639,22,US-LA,2020-07-25 00:05:13,US
2020-05-23,MA,91662,429324,,2237,9260,610,,,,,A,2020-05-23 10:00:00,ca5296cbcc3d560e1175ee69d8f91e8164cb96f4,2020-05-23T10:00:00Z,6304,9260,520986,520986,520986,25,76,98,8569,773,9342,25,US-MA,2020-07-25 00:05:13,US
2020-05-23,MD,45495,186832,,1320,7825,524,,,,3283,B,2020-05-23 10:00:00,3476555b329fb37a1d5cb17ea93b368971c1d780,2020-05-23T10:00:00Z,2306,7825,232327,232327,232327,24,32,191,3354,1071,4425,24,US-MD,2020-07-25 00:05:13,US
2020-05-23,ME,2013,35450,,50,243,26,,11,,1232,B,2020-05-23 11:00:00,807d376d5f5518656e528ad00659a44323b31a89,2020-05-23T11:00:00Z,77,243,37463,37463,37463,23,2,3,0,65,65,23,US-ME,2020-07-25 00:05:13,US
2020-05-23,MI,61293,455556,,953,,449,,319,,33168,A+,2020-05-22 11:00:00,98b51aa838abaa712d0873076c11ab0aec51b4e4,2020-05-22T11:00:00Z,5612,,516849,516849,516849,26,26,0,14274,218,14492,71,US-UM,2020-07-25 00:05:13,US
2020-05-23,MI,61293,455556,,953,,449,,319,,33168,A+,2020-05-22 11:00:00,98b51aa838abaa712d0873076c11ab0aec51b4e4,2020-05-22T11:00:00Z,5612,,516849,516849,516849,26,26,0,14274,218,14492,26,US-MI,2020-07-25 00:05:13,US
2020-05-23,MN,22765,194941,,568,2534,215,832,,,13485,A,2020-05-22 17:00:00,192d5bee8b0b7cea7306b6a2b5370224d110098d,2020-05-22T17:00:00Z,861,2534,217706,217706,217706,27,10,102,8505,391,8896,27,US-MN,2020-07-25 00:05:13,US
2020-05-23,MO,11752,136552,,742,,,,94,,,B,2020-05-23 15:00:00,8a4d1bc3eeba7cc793a3f52d60bb4cffead8e1ef,2020-05-23T15:00:00Z,676,,148304,148304,148304,29,5,0,-24836,194,-24642,29,US-MO,2020-07-25 00:05:13,US
2020-05-23,MP,22,4296,,,,,,,,13,D,2020-05-22 00:00:00,4b8582378295270d7982689a6b944d68588f2a2d,2020-05-22T00:00:00Z,2,,4318,4318,4318,69,0,0,0,0,0,69,US-MP,2020-07-25 00:05:13,US
2020-05-23,MS,13005,121215,,590,1996,154,,93,,7681,A,2020-05-22 19:00:00,bb195f1b3667775c8ac2c14746911874e2a7c0dd,2020-05-22T19:00:00Z,616,1996,134220,134220,134220,28,20,30,-4134,381,-3753,28,US-MS,2020-07-25 00:05:13,US
2020-05-23,MT,479,32173,,3,65,,,,,441,C,2020-05-23 00:00:00,6e27ff0797573b8a72ef3b2fdfb97d6f4c23122c,2020-05-23T00:00:00Z,16,65,32652,32652,32652,30,0,0,795,0,795,30,US-MT,2020-07-25 00:05:13,US
2020-05-23,NC,22725,306857,,589,,,,,,11637,A,2020-05-23 11:33:00,4ddb4af5d44313a9c739a37b6bc3ba6edc7be736,2020-05-23T11:33:00Z,737,,329582,329582,329582,37,9,0,25251,1107,26358,37,US-NC,2020-07-25 00:05:13,US
2020-05-23,ND,2365,61783,,39,150,,,,,1451,C,2020-05-23 13:00:00,216b3d1642e1bc66c8ea8301d41ab27d25161bff,2020-05-23T13:00:00Z,39,150,64148,64148,64148,38,0,3,1270,48,1318,38,US-ND,2020-07-25 00:05:13,US
2020-05-23,NE,11662,68320,,,,,,,,,D,2020-05-22 19:45:00,d55c6ac790fd6ab274597e403fe5ac2e43607908,2020-05-22T19:45:00Z,147,,79982,79982,79982,31,4,0,1326,237,1563,31,US-NE,2020-07-25 00:05:13,US
2020-05-23,NH,4089,55450,1844,93,419,,120,,,2197,B,2020-05-23 09:00:00,b2ebc410e6766a4ec09326718bcc0d3c8fefc824,2020-05-23T09:00:00Z,208,419,61383,59539,59539,33,9,26,4285,154,4439,33,US-NH,2020-07-25 00:05:13,US
2020-05-23,NJ,153104,425631,,2974,,806,,611,,24762,A+,2020-05-23 13:00:00,7bf7e610a9c58034322a8b866f4eae09d04899f1,2020-05-23T13:00:00Z,11081,,578735,578735,578735,34,96,0,23036,385,23421,34,US-NJ,2020-07-25 00:05:13,US
2020-05-23,NM,6625,151758,,206,1139,,,,,2149,C,2020-05-22 17:58:00,5e9a7269c273da28e91572529599c52d611ed960,2020-05-22T17:58:00Z,302,1139,158383,158383,158383,35,8,0,5463,153,5616,35,US-NM,2020-07-25 00:05:13,US
2020-05-23,NV,7696,99351,,402,,99,,53,,359,A+,2020-05-23 13:00:00,af08c298163b56bc106a3b0ee8c247242a1ceae9,2020-05-23T13:00:00Z,404,,107047,107047,107047,32,4,0,6811,295,7106,32,US-NV,2020-07-25 00:05:13,US
2020-05-23,NY,359926,1292135,,4642,88083,1502,,1254,,63292,A,2020-05-22 00:00:00,c10dd5dc932e63cc988fba7fb988cc03fa33882b,2020-05-22T00:00:00Z,23282,88083,1652061,1652061,1652061,36,87,240,49496,1772,51268,36,US-NY,2020-07-25 00:05:13,US
2020-05-23,OH,31408,285086,,858,5437,333,1429,223,,,B,2020-05-23 14:00:00,d3c4f103ccef10b3c14da7e26df783733306c696,2020-05-23T14:00:00Z,1956,5437,316494,316494,316494,39,84,58,8080,614,8694,39,US-OH,2020-07-25 00:05:13,US
2020-05-23,OK,5960,154943,,174,926,78,,,,4645,A+,2020-05-23 00:00:00,1d31b6d13f9f660c475e800c5625eee1449acb4f,2020-05-23T00:00:00Z,311,926,160903,160903,160903,40,4,0,7625,111,7736,40,US-OK,2020-07-25 00:05:13,US
2020-05-23,OR,3888,106319,,102,740,41,,15,,1376,A+,2020-05-23 03:01:00,9ae2d4b12ffc829b2666ecffc02f639d0b7fbbc4,2020-05-23T03:01:00Z,147,740,110207,110207,110207,41,0,3,2344,24,2368,41,US-OR,2020-07-25 00:05:13,US
2020-05-23,PA,66983,321469,,1560,,,,348,,39519,A,2020-05-23 00:00:00,3ff7e5e7feb6de2425087badd9a3cbde1f8a6c1c,2020-05-23T00:00:00Z,5096,,388452,388452,388452,42,112,0,8726,725,9451,95,US-UM,2020-07-25 00:05:13,US
2020-05-23,PA,66983,321469,,1560,,,,348,,39519,A,2020-05-23 00:00:00,3ff7e5e7feb6de2425087badd9a3cbde1f8a6c1c,2020-05-23T00:00:00Z,5096,,388452,388452,388452,42,112,0,8726,725,9451,42,US-PA,2020-07-25 00:05:13,US
2020-05-23,PR,3100,40488,,106,,14,,5,,,B,2020-05-23 06:30:00,e715c73da31803204f24142e4bfbe1f673b80fb8,2020-05-23T06:30:00Z,127,,43588,43588,43588,72,1,0,0,70,70,72,US-PR,2020-07-25 00:05:13,US
2020-05-23,RI,14057,89167,,233,1557,51,,34,,1106,A+,2020-05-23 03:00:00,ef03194b5fc5214d3f592c8b41eb25e1cbbf0da1,2020-05-23T03:00:00Z,597,1557,103224,103224,103224,44,18,20,1317,108,1425,44,US-RI,2020-07-25 00:05:13,US
2020-05-23,SC,9895,149015,,430,1534,,,,,5743,A+,2020-05-23 15:31:00,b2e048839701989b974ca5c6c4665a9e1379d69c,2020-05-23T15:31:00Z,425,1534,158910,158910,158910,45,6,0,8630,257,8887,45,US-SC,2020-07-25 00:05:13,US
2020-05-23,SD,4468,29060,,90,358,,,,,3336,C,2020-05-22 18:00:00,e54ac0c2c09ff5267118051a4b7326fee4f0807c,2020-05-22T18:00:00Z,50,358,33528,33528,33528,46,0,7,1072,112,1184,46,US-SD,2020-07-25 00:05:13,US
2020-05-23,TN,19789,353969,,478,1573,,,,,12745,B,2020-05-23 15:00:00,14a4d0898cea1c5381c3301d6e8bc06ec607fef9,2020-05-23T15:00:00Z,329,1573,373758,373758,373758,47,14,13,5193,395,5588,47,US-TN,2020-07-25 00:05:13,US
2020-05-23,TX,54509,708197,,1688,,,,,,32277,B,2020-05-22 17:00:00,7b50e98d0fcf0cb831059e213baba4607a06f2cb,2020-05-22T17:00:00Z,1506,,762706,762706,762706,48,26,0,20284,1060,21344,48,US-TX,2020-07-25 00:05:13,US
2020-05-23,UT,8260,182519,,165,676,,213,,88,4898,B,2020-05-23 11:28:00,ad5d015034e3dee7b171d514e7d2007a18d54ce7,2020-05-23T11:28:00Z,97,676,190779,190779,190779,49,4,16,3742,203,3945,49,US-UT,2020-07-25 00:05:13,US
2020-05-23,VA,35749,196721,409,1384,6431,330,,213,,5047,A+,2020-05-22 17:00:00,7cdad8edf6df4779d48efb28602e1e8199b15c41,2020-05-22T17:00:00Z,1159,6431,232879,232470,232470,51,23,9,6496,799,7295,51,US-VA,2020-07-25 00:05:13,US
2020-05-23,VI,69,1343,45,,,,,,,61,C,2020-05-22 07:29:00,c0b2dad57ab4ea9a48f010aceb3d943d2c27aa59,2020-05-22T07:29:00Z,6,,1457,1412,1412,78,0,0,0,0,0,78,US-VI,2020-07-25 00:05:13,US
2020-05-23,VT,954,26470,,21,,,,,,837,B,2020-05-23 00:00:00,42e58250d33d8bd5f4f08147d99beb178d05c0be,2020-05-23T00:00:00Z,54,,27424,27424,27424,50,0,0,1689,2,1691,50,US-VT,2020-07-25 00:05:13,US
2020-05-23,WA,21492,282906,,332,3230,,,96,,,B,2020-05-22 02:59:00,e0b7e69cb3732086499978f88a0e76cb572a40bd,2020-05-22T02:59:00Z,1050,3230,304398,304398,304398,53,6,74,2462,209,2671,53,US-WA,2020-07-25 00:05:13,US
2020-05-23,WI,16843,179329,223,611,2292,128,542,,,8688,A+,2020-05-23 00:00:00,3b827be562d8773628a05a6f17ee386dc0ea79c4,2020-05-23T00:00:00Z,507,2292,196395,196172,196172,55,11,33,6626,503,7129,79,US-UM,2020-07-25 00:05:13,US
2020-05-23,WI,16843,179329,223,611,2292,128,542,,,8688,A+,2020-05-23 00:00:00,3b827be562d8773628a05a6f17ee386dc0ea79c4,2020-05-23T00:00:00Z,507,2292,196395,196172,196172,55,11,33,6626,503,7129,55,US-WI,2020-07-25 00:05:13,US
2020-05-23,WV,1717,82027,,39,,11,,9,,1110,B,2020-05-23 10:00:00,fb58d47a4e9c97ee207d6666d654e6ea3efac621,2020-05-23T10:00:00Z,72,,83744,83744,83744,54,1,0,-1186,101,-1085,54,US-WV,2020-07-25 00:05:13,US
2020-05-23,WY,813,19221,,10,77,,,,,551,C,2020-05-23 00:00:00,5e029c020671604e4dd66a6a46d7328cf4dc0fa8,2020-05-23T00:00:00Z,12,77,20034,20034,20034,56,0,1,600,10,610,56,US-WY,2020-07-25 00:05:13,US
2020-05-22,AK,404,41042,,15,,,,,,356,C,2020-05-22 00:00:00,6c2c4975ecb06b06e5629727648272b9faa20fd9,2020-05-22T00:00:00Z,10,,41446,41446,41446,2,0,0,1899,2,1901,2,US-AK,2020-07-25 00:05:13,US
2020-05-22,AL,13563,164205,,598,1561,,531,,315,7951,B,2020-05-22 00:00:00,0cd3a91caaffbf85c0d4b4e173e8b19ea72ea4d3,2020-05-22T00:00:00Z,537,1561,177768,177768,177768,1,8,33,6585,444,7029,1,US-AL,2020-07-25 00:05:13,US
2020-05-22,AR,5612,97435,,86,584,,,14,110,4029,A,2020-05-22 00:00:00,f4db947e898a2c73d9bdc7986a9e0ecf59ae315b,2020-05-22T00:00:00Z,113,584,103047,103047,103047,5,3,49,3617,154,3771,5,US-AR,2020-07-25 00:05:13,US
2020-05-22,AS,0,124,,,,,,,,,C,2020-05-19 00:00:00,bf0fd548f7c9bc2f360cbd8a95521a4c06914a07,2020-05-19T00:00:00Z,0,,124,124,124,60,0,0,0,0,0,60,US-AS,2020-07-25 00:05:13,US
2020-05-22,AZ,15608,160395,,796,2943,311,,203,,3949,A+,2020-05-22 00:00:00,6fc46da264f4360f322530946ec67c4bf5c71d60,2020-05-22T00:00:00Z,775,2943,176003,176003,176003,4,12,58,4083,293,4376,4,US-AZ,2020-07-25 00:05:13,US
2020-05-22,CA,88444,1378329,,4762,,1317,,,,,B,2020-05-21 00:00:00,2451cb2b8fea14dcfd00951bd73ea884cf04deea,2020-05-21T00:00:00Z,3630,,1466773,1466773,1466773,6,88,0,43399,2247,45646,6,US-CA,2020-07-25 00:05:13,US
2020-05-22,CO,23191,119034,,620,4037,,,,,3580,A,2020-05-22 00:00:00,63a302cc5668a5763367d57603724707e7cb7753,2020-05-22T00:00:00Z,1062,4037,142225,142225,142225,8,61,47,6220,394,6614,8,US-CO,2020-07-25 00:05:13,US
2020-05-22,CT,39640,162688,,740,12538,,,,,7127,B,2020-05-21 20:30:00,f6c2fd5b3d358f681049312818a1c00914a868f5,2020-05-21T20:30:00Z,3637,12538,202328,202328,202328,9,55,1592,5449,432,5881,9,US-CT,2020-07-25 00:05:13,US
2020-05-22,DC,7893,35100,,342,,112,,74,,1069,A+,2020-05-21 00:00:00,563f5ebe19bc8fe0e346c8bae02bf5ef5ad33c36,2020-05-21T00:00:00Z,418,,42993,42993,42993,11,6,0,1132,105,1237,11,US-DC,2020-07-25 00:05:13,US
2020-05-22,DE,8529,40457,,221,,,,,,4296,B,2020-05-21 18:00:00,67b1c71c3a03c39611cac07dafe4fc6350a98ae4,2020-05-21T18:00:00Z,420,,48986,48986,48986,10,3,0,1301,143,1444,10,US-DE,2020-07-25 00:05:13,US
2020-05-22,FL,49451,786045,1487,,9372,,,,,,A,2020-05-22 09:39:00,b13541793a83d5d371e9953b1e533533a250a6e5,2020-05-22T09:39:00Z,2268,9372,836983,835496,835496,12,46,172,20791,776,21567,12,US-FL,2020-07-25 00:05:13,US
2020-05-22,GA,41218,386031,,889,7313,,1658,,,,A,2020-05-22 13:00:00,13dafc471337b9aa70ee3640c000e7bdf6313f5a,2020-05-22T13:00:00Z,1785,7313,427249,427249,427249,13,31,78,18705,813,19518,13,US-GA,2020-07-25 00:05:13,US
2020-05-22,GU,165,5114,,,,,,,,125,C,2020-05-22 05:35:00,711402dc6cefc225fab194e6eb70d177b454de70,2020-05-22T05:35:00Z,5,,5279,5279,5279,66,0,0,215,0,215,66,US-GU,2020-07-25 00:05:13,US
2020-05-22,HI,647,47338,,,83,,,,,579,C,2020-05-21 00:00:00,55d0b4e64d63fabae2f1bb1f20e3cd2f52949aeb,2020-05-21T00:00:00Z,17,83,47985,47985,47985,15,0,1,832,4,836,84,US-UM,2020-07-25 00:05:13,US
2020-05-22,HI,647,47338,,,83,,,,,579,C,2020-05-21 00:00:00,55d0b4e64d63fabae2f1bb1f20e3cd2f52949aeb,2020-05-21T00:00:00Z,17,83,47985,47985,47985,15,0,1,832,4,836,15,US-HI,2020-07-25 00:05:13,US
2020-05-22,IA,16504,103746,,362,,123,,79,,9079,A+,2020-05-22 00:00:00,5e7b6d3c5915c9d1bf6d55ce0db7e03ce1310798,2020-05-22T00:00:00Z,425,,120250,120250,120250,19,19,0,3351,334,3685,19,US-IA,2020-07-25 00:05:13,US
2020-05-22,ID,2534,37061,,19,223,,92,,,1720,A,2020-05-21 19:00:00,46ea42a8dce3abfb2da686e0c2eb0339fd89a973,2020-05-21T19:00:00Z,77,223,39595,39595,39595,16,0,2,679,28,707,16,US-ID,2020-07-25 00:05:13,US
2020-05-22,IL,105444,591689,,3928,,1060,,589,,,A,2020-05-22 00:00:00,40f7e30cf81a553d7439f8d99d87d9b4f6963dc9,2020-05-22T00:00:00Z,4715,,697133,697133,697133,17,108,0,22355,2758,25113,17,US-IL,2020-07-25 00:05:13,US
2020-05-22,IN,30409,178152,,1203,5285,416,1166,173,,,A+,2020-05-21 23:59:00,9cb491cc2746b20d916228c0cd1fdcd578634c8f,2020-05-21T23:59:00Z,1941,5285,208561,208561,208561,18,28,896,5093,473,5566,18,US-IN,2020-07-25 00:05:13,US
2020-05-22,KS,8958,67476,,,787,,269,,120,485,A+,2020-05-22 10:00:00,27664e658bab105a3192000afc4f1375e62f9980,2020-05-22T10:00:00Z,185,787,76434,76434,76434,20,7,27,4812,419,5231,20,US-KS,2020-07-25 00:05:13,US
2020-05-22,KY,8286,157954,,475,2041,92,886,,,3008,A,2020-05-21 17:00:00,23a1bd62f28b0c9e96714e61950c788f7b7b26f6,2020-05-21T17:00:00Z,386,2041,166240,166240,166240,21,10,25,7449,119,7568,21,US-KY,2020-07-25 00:05:13,US
2020-05-22,LA,36925,274883,,867,,,,104,,26249,B,2020-05-22 13:00:00,005167003161d0fcd45d6c29c0b57f3538950de0,2020-05-22T13:00:00Z,2668,,311808,311808,311808,22,39,0,6006,421,6427,22,US-LA,2020-07-25 00:05:13,US
2020-05-22,MA,90889,420755,,2323,9162,628,,,,,A,2020-05-22 10:00:00,34f640f8d85f9227819de95674d6f91cdb560cd1,2020-05-22T10:00:00Z,6228,9162,511644,511644,511644,25,80,122,9353,805,10158,25,US-MA,2020-07-25 00:05:13,US
2020-05-22,MD,44424,183478,,1329,7634,506,,,,3243,B,2020-05-22 10:00:00,5e6ff7fa5ca074b32a0000ddef807841b8e8ebe9,2020-05-22T10:00:00Z,2274,7634,227902,227902,227902,24,53,149,6776,893,7669,24,US-MD,2020-07-25 00:05:13,US
2020-05-22,ME,1948,35450,,45,240,21,,12,,1192,B,2020-05-22 12:30:00,5ead46603f79d352a3182add0032a0c56e840ef4,2020-05-22T12:30:00Z,75,240,37398,37398,37398,23,2,5,0,71,71,23,US-ME,2020-07-25 00:05:13,US
